id,source,name,type,composition,dataIndex,dataSource,hasPoscar,propertiesWithValues
"Alloy-SS-01722","fcc_Al4_Cu8_Nb0_Ni4_Ta0_W4_Zr12","Al4Ni4Cu8Zr12W4","solid-solution","Al4Ni4Cu8Zr12W4",0,"init",true,"none"
"Alloy-SS-01723","fcc_Al4_Cu8_Nb4_Ni0_Ta8_W4_Zr4","Al4Cu8Zr4Nb4Ta8W4","solid-solution","Al4Cu8Zr4Nb4Ta8W4",0,"init",true,"none"
"Alloy-SS-01724","fcc_Al8_Cu0_Nb0_Ni0_Ta12_W12_Zr0","Al8Ta12W12","solid-solution","Al8Ta12W12",0,"init",true,"none"
"Alloy-SS-01725","fcc_Al8_Cu0_Nb0_Ni4_Ta16_W4_Zr0","Al8Ni4Ta16W4","solid-solution","Al8Ni4Ta16W4",0,"init",true,"none"
"Alloy-SS-01726","fcc_Al8_Cu0_Nb16_Ni0_Ta4_W4_Zr0","Al8Nb16Ta4W4","solid-solution","Al8Nb16Ta4W4",0,"init",true,"none"
"Alloy-SS-01727","fcc_Al8_Cu0_Nb4_Ni4_Ta4_W0_Zr12","Al8Ni4Zr12Nb4Ta4","solid-solution","Al8Ni4Zr12Nb4Ta4",0,"init",true,"none"
"Alloy-SS-01728","fcc_Al8_Cu0_Nb8_Ni8_Ta4_W4_Zr0","Al8Ni8Nb8Ta4W4","solid-solution","Al8Ni8Nb8Ta4W4",0,"init",true,"none"
"Alloy-SS-01729","fcc_Al8_Cu16_Nb4_Ni4_Ta0_W0_Zr0","Al8Ni4Cu16Nb4","solid-solution","Al8Ni4Cu16Nb4",0,"init",true,"none"
"Alloy-SS-01730","fcc_Al8_Cu4_Nb0_Ni4_Ta4_W8_Zr4","Al8Ni4Cu4Zr4Ta4W8","solid-solution","Al8Ni4Cu4Zr4Ta4W8",0,"init",true,"none"
"Alloy-SS-01731","fcc_Al8_Cu4_Nb4_Ni4_Ta0_W4_Zr8","Al8Ni4Cu4Zr8Nb4W4","solid-solution","Al8Ni4Cu4Zr8Nb4W4",0,"init",true,"none"
"Alloy-SS-01732","fcc_Al8_Cu8_Nb0_Ni12_Ta0_W4_Zr0","Al8Ni12Cu8W4","solid-solution","Al8Ni12Cu8W4",0,"init",true,"none"
"Alloy-SS-01733","fcc_Al8_Cu8_Nb8_Ni4_Ta0_W0_Zr4","Al8Ni4Cu8Zr4Nb8","solid-solution","Al8Ni4Cu8Zr4Nb8",0,"init",true,"none"
"Alloy-SS-01734","hcp_Al0_Cu0_Nb0_Ni12_Ta0_W12_Zr0","Ni12W12","solid-solution","Ni12W12",0,"init",true,"none"
"Alloy-SS-01735","hcp_Al0_Cu0_Nb0_Ni3_Ta18_W3_Zr0","Ni3Ta18W3","solid-solution","Ni3Ta18W3",0,"init",true,"none"
"Alloy-SS-01736","hcp_Al0_Cu0_Nb0_Ni9_Ta0_W15_Zr0","Ni9W15","solid-solution","Ni9W15",0,"init",true,"none"
"Alloy-SS-01737","hcp_Al0_Cu0_Nb12_Ni6_Ta6_W0_Zr0","Ni6Nb12Ta6","solid-solution","Ni6Nb12Ta6",0,"init",true,"none"
"Alloy-SS-01738","hcp_Al0_Cu0_Nb3_Ni0_Ta12_W9_Zr0","Nb3Ta12W9","solid-solution","Nb3Ta12W9",0,"init",true,"none"
"Alloy-SS-01739","hcp_Al0_Cu0_Nb3_Ni3_Ta0_W6_Zr12","Ni3Zr12Nb3W6","solid-solution","Ni3Zr12Nb3W6",0,"init",true,"none"
"Alloy-SS-01740","hcp_Al0_Cu0_Nb3_Ni9_Ta3_W0_Zr9","Ni9Zr9Nb3Ta3","solid-solution","Ni9Zr9Nb3Ta3",0,"init",true,"none"
"Alloy-SS-01741","hcp_Al0_Cu0_Nb6_Ni3_Ta0_W3_Zr12","Ni3Zr12Nb6W3","solid-solution","Ni3Zr12Nb6W3",0,"init",true,"none"
"Alloy-SS-01742","hcp_Al0_Cu0_Nb9_Ni0_Ta12_W3_Zr0","Nb9Ta12W3","solid-solution","Nb9Ta12W3",0,"init",true,"none"
"Alloy-SS-01743","hcp_Al0_Cu12_Nb0_Ni0_Ta0_W12_Zr0","Cu12W12","solid-solution","Cu12W12",0,"init",true,"none"
"Alloy-SS-01744","hcp_Al0_Cu12_Nb3_Ni3_Ta6_W0_Zr0","Ni3Cu12Nb3Ta6","solid-solution","Ni3Cu12Nb3Ta6",0,"init",true,"none"
"Alloy-SS-01745","hcp_Al0_Cu15_Nb6_Ni0_Ta0_W3_Zr0","Cu15Nb6W3","solid-solution","Cu15Nb6W3",0,"init",true,"none"
"Alloy-SS-01746","hcp_Al0_Cu3_Nb0_Ni0_Ta6_W0_Zr15","Cu3Zr15Ta6","solid-solution","Cu3Zr15Ta6",0,"init",true,"none"
"Alloy-SS-01747","hcp_Al0_Cu3_Nb0_Ni3_Ta6_W0_Zr12","Ni3Cu3Zr12Ta6","solid-solution","Ni3Cu3Zr12Ta6",0,"init",true,"none"
"Alloy-SS-01748","hcp_Al0_Cu3_Nb12_Ni0_Ta3_W3_Zr3","Cu3Zr3Nb12Ta3W3","solid-solution","Cu3Zr3Nb12Ta3W3",0,"init",true,"none"
"Alloy-SS-01749","hcp_Al0_Cu3_Nb3_Ni0_Ta6_W12_Zr0","Cu3Nb3Ta6W12","solid-solution","Cu3Nb3Ta6W12",0,"init",true,"none"
"Alloy-SS-01750","hcp_Al0_Cu3_Nb3_Ni6_Ta6_W3_Zr3","Ni6Cu3Zr3Nb3Ta6W3","solid-solution","Ni6Cu3Zr3Nb3Ta6W3",0,"init",true,"none"
"Alloy-SS-01751","hcp_Al0_Cu3_Nb6_Ni3_Ta6_W3_Zr3","Ni3Cu3Zr3Nb6Ta6W3","solid-solution","Ni3Cu3Zr3Nb6Ta6W3",0,"init",true,"none"
"Alloy-SS-01752","hcp_Al0_Cu3_Nb9_Ni6_Ta3_W3_Zr0","Ni6Cu3Nb9Ta3W3","solid-solution","Ni6Cu3Nb9Ta3W3",0,"init",true,"none"
"Alloy-SS-01753","hcp_Al0_Cu6_Nb0_Ni3_Ta12_W3_Zr0","Ni3Cu6Ta12W3","solid-solution","Ni3Cu6Ta12W3",0,"init",true,"none"
"Alloy-SS-01754","hcp_Al0_Cu6_Nb15_Ni0_Ta0_W3_Zr0","Cu6Nb15W3","solid-solution","Cu6Nb15W3",0,"init",true,"none"
"Alloy-SS-01755","hcp_Al0_Cu6_Nb3_Ni6_Ta3_W6_Zr0","Ni6Cu6Nb3Ta3W6","solid-solution","Ni6Cu6Nb3Ta3W6",0,"init",true,"none"
"Alloy-SS-01756","hcp_Al0_Cu6_Nb9_Ni0_Ta3_W3_Zr3","Cu6Zr3Nb9Ta3W3","solid-solution","Cu6Zr3Nb9Ta3W3",0,"init",true,"none"
"Alloy-SS-01757","hcp_Al0_Cu9_Nb0_Ni3_Ta6_W0_Zr6","Ni3Cu9Zr6Ta6","solid-solution","Ni3Cu9Zr6Ta6",0,"init",true,"none"
"Alloy-SS-01758","hcp_Al0_Cu9_Nb3_Ni3_Ta6_W3_Zr0","Ni3Cu9Nb3Ta6W3","solid-solution","Ni3Cu9Nb3Ta6W3",0,"init",true,"none"
"Alloy-SS-01759","hcp_Al12_Cu0_Nb0_Ni0_Ta3_W9_Zr0","Al12Ta3W9","solid-solution","Al12Ta3W9",0,"init",true,"none"
"Alloy-SS-01760","hcp_Al12_Cu0_Nb6_Ni0_Ta3_W0_Zr3","Al12Zr3Nb6Ta3","solid-solution","Al12Zr3Nb6Ta3",0,"init",true,"none"
"Alloy-SS-01761","hcp_Al12_Cu6_Nb0_Ni0_Ta3_W0_Zr3","Al12Cu6Zr3Ta3","solid-solution","Al12Cu6Zr3Ta3",0,"init",true,"none"
"Alloy-SS-01762","hcp_Al15_Cu0_Nb6_Ni3_Ta0_W0_Zr0","Al15Ni3Nb6","solid-solution","Al15Ni3Nb6",0,"init",true,"none"
"Alloy-SS-01763","hcp_Al24_Cu0_Nb0_Ni0_Ta0_W0_Zr0","Al24","solid-solution","Al24",0,"init",true,"none"
"Alloy-SS-01764","hcp_Al3_Cu0_Nb0_Ni15_Ta3_W0_Zr3","Al3Ni15Zr3Ta3","solid-solution","Al3Ni15Zr3Ta3",0,"init",true,"none"
"Alloy-SS-01765","hcp_Al3_Cu0_Nb0_Ni6_Ta6_W3_Zr6","Al3Ni6Zr6Ta6W3","solid-solution","Al3Ni6Zr6Ta6W3",0,"init",true,"none"
"Alloy-SS-01766","hcp_Al3_Cu0_Nb15_Ni6_Ta0_W0_Zr0","Al3Ni6Nb15","solid-solution","Al3Ni6Nb15",0,"init",true,"none"
"Alloy-SS-01767","hcp_Al3_Cu0_Nb3_Ni3_Ta12_W0_Zr3","Al3Ni3Zr3Nb3Ta12","solid-solution","Al3Ni3Zr3Nb3Ta12",0,"init",true,"none"
"Alloy-SS-01768","hcp_Al3_Cu0_Nb6_Ni0_Ta3_W12_Zr0","Al3Nb6Ta3W12","solid-solution","Al3Nb6Ta3W12",0,"init",true,"none"
"Alloy-SS-01769","hcp_Al3_Cu0_Nb9_Ni0_Ta0_W9_Zr3","Al3Zr3Nb9W9","solid-solution","Al3Zr3Nb9W9",0,"init",true,"none"
"Alloy-SS-01770","hcp_Al3_Cu12_Nb0_Ni9_Ta0_W0_Zr0","Al3Ni9Cu12","solid-solution","Al3Ni9Cu12",0,"init",true,"none"
"Alloy-SS-01771","hcp_Al3_Cu3_Nb0_Ni0_Ta3_W0_Zr15","Al3Cu3Zr15Ta3","solid-solution","Al3Cu3Zr15Ta3",0,"init",true,"none"
"Alloy-SS-01772","hcp_Al3_Cu3_Nb0_Ni6_Ta0_W9_Zr3","Al3Ni6Cu3Zr3W9","solid-solution","Al3Ni6Cu3Zr3W9",0,"init",true,"none"
"Alloy-SS-01773","hcp_Al3_Cu3_Nb3_Ni0_Ta6_W0_Zr9","Al3Cu3Zr9Nb3Ta6","solid-solution","Al3Cu3Zr9Nb3Ta6",0,"init",true,"none"
"Alloy-SS-01774","hcp_Al3_Cu3_Nb6_Ni0_Ta3_W6_Zr3","Al3Cu3Zr3Nb6Ta3W6","solid-solution","Al3Cu3Zr3Nb6Ta3W6",0,"init",true,"none"
"Alloy-SS-01775","hcp_Al3_Cu6_Nb0_Ni0_Ta0_W3_Zr12","Al3Cu6Zr12W3","solid-solution","Al3Cu6Zr12W3",0,"init",true,"none"
"Alloy-SS-01776","hcp_Al3_Cu6_Nb0_Ni9_Ta3_W0_Zr3","Al3Ni9Cu6Zr3Ta3","solid-solution","Al3Ni9Cu6Zr3Ta3",0,"init",true,"none"
"Alloy-SS-01777","hcp_Al3_Cu6_Nb6_Ni0_Ta6_W0_Zr3","Al3Cu6Zr3Nb6Ta6","solid-solution","Al3Cu6Zr3Nb6Ta6",0,"init",true,"none"
"Alloy-SS-01778","hcp_Al3_Cu9_Nb0_Ni6_Ta0_W3_Zr3","Al3Ni6Cu9Zr3W3","solid-solution","Al3Ni6Cu9Zr3W3",0,"init",true,"none"
"Alloy-SS-01779","hcp_Al6_Cu0_Nb0_Ni0_Ta12_W0_Zr6","Al6Zr6Ta12","solid-solution","Al6Zr6Ta12",0,"init",true,"none"
"Alloy-SS-01780","hcp_Al6_Cu0_Nb0_Ni3_Ta9_W3_Zr3","Al6Ni3Zr3Ta9W3","solid-solution","Al6Ni3Zr3Ta9W3",0,"init",true,"none"
"Alloy-SS-01781","hcp_Al6_Cu0_Nb3_Ni0_Ta15_W0_Zr0","Al6Nb3Ta15","solid-solution","Al6Nb3Ta15",0,"init",true,"none"
"Alloy-SS-01782","hcp_Al6_Cu0_Nb6_Ni0_Ta0_W3_Zr9","Al6Zr9Nb6W3","solid-solution","Al6Zr9Nb6W3",0,"init",true,"none"
"Alloy-SS-01783","hcp_Al6_Cu0_Nb9_Ni6_Ta0_W3_Zr0","Al6Ni6Nb9W3","solid-solution","Al6Ni6Nb9W3",0,"init",true,"none"
"Alloy-SS-01784","hcp_Al6_Cu3_Nb0_Ni3_Ta0_W12_Zr0","Al6Ni3Cu3W12","solid-solution","Al6Ni3Cu3W12",0,"init",true,"none"
"Alloy-SS-01785","hcp_Al6_Cu3_Nb3_Ni12_Ta0_W0_Zr0","Al6Ni12Cu3Nb3","solid-solution","Al6Ni12Cu3Nb3",0,"init",true,"none"
"Alloy-SS-01786","hcp_Al6_Cu6_Nb0_Ni0_Ta0_W0_Zr12","Al6Cu6Zr12","solid-solution","Al6Cu6Zr12",0,"init",true,"none"
"Alloy-SS-01787","hcp_Al6_Cu6_Nb3_Ni3_Ta3_W3_Zr0","Al6Ni3Cu6Nb3Ta3W3","solid-solution","Al6Ni3Cu6Nb3Ta3W3",0,"init",true,"none"
"Alloy-SS-01788","hcp_Al6_Cu9_Nb6_Ni0_Ta0_W0_Zr3","Al6Cu9Zr3Nb6","solid-solution","Al6Cu9Zr3Nb6",0,"init",true,"none"
"Alloy-SS-01789","hcp_Al9_Cu0_Nb0_Ni6_Ta3_W3_Zr3","Al9Ni6Zr3Ta3W3","solid-solution","Al9Ni6Zr3Ta3W3",0,"init",true,"none"
"Alloy-SS-01790","hcp_Al9_Cu0_Nb3_Ni9_Ta3_W0_Zr0","Al9Ni9Nb3Ta3","solid-solution","Al9Ni9Nb3Ta3",0,"init",true,"none"
"Alloy-SS-01791","hcp_Al9_Cu3_Nb0_Ni0_Ta9_W0_Zr3","Al9Cu3Zr3Ta9","solid-solution","Al9Cu3Zr3Ta9",0,"init",true,"none"
"Alloy-SS-01792","hcp_Al9_Cu3_Nb6_Ni3_Ta0_W3_Zr0","Al9Ni3Cu3Nb6W3","solid-solution","Al9Ni3Cu3Nb6W3",0,"init",true,"none"
"Alloy-SS-01793","hcp_Al9_Cu9_Nb0_Ni3_Ta3_W0_Zr0","Al9Ni3Cu9Ta3","solid-solution","Al9Ni3Cu9Ta3",0,"init",true,"none"
"Alloy-SS-01794","bcc_Al0_Cu0_Nb0_Ni0_Ta3_W6_Zr15","Zr15Ta3W6","solid-solution","Zr15Ta3W6",0,"init",true,"none"
"Alloy-SS-01795","bcc_Al0_Cu0_Nb0_Ni3_Ta0_W0_Zr21","Ni3Zr21","solid-solution","Ni3Zr21",0,"init",true,"none"
"Alloy-SS-01796","bcc_Al0_Cu0_Nb0_Ni6_Ta3_W12_Zr3","Ni6Zr3Ta3W12","solid-solution","Ni6Zr3Ta3W12",0,"init",true,"none"
"Alloy-SS-01797","bcc_Al0_Cu0_Nb12_Ni12_Ta0_W0_Zr0","Ni12Nb12","solid-solution","Ni12Nb12",0,"init",true,"none"
"Alloy-SS-01798","bcc_Al0_Cu0_Nb21_Ni0_Ta0_W0_Zr3","Zr3Nb21","solid-solution","Zr3Nb21",0,"init",true,"none"
"Alloy-SS-01799","bcc_Al0_Cu0_Nb3_Ni12_Ta9_W0_Zr0","Ni12Nb3Ta9","solid-solution","Ni12Nb3Ta9",0,"init",true,"none"
"Alloy-SS-01800","bcc_Al0_Cu0_Nb3_Ni6_Ta3_W3_Zr9","Ni6Zr9Nb3Ta3W3","solid-solution","Ni6Zr9Nb3Ta3W3",0,"init",true,"none"
"Alloy-SS-01801","bcc_Al0_Cu0_Nb6_Ni0_Ta9_W3_Zr6","Zr6Nb6Ta9W3","solid-solution","Zr6Nb6Ta9W3",0,"init",true,"none"
"Alloy-SS-01802","bcc_Al0_Cu0_Nb6_Ni9_Ta0_W3_Zr6","Ni9Zr6Nb6W3","solid-solution","Ni9Zr6Nb6W3",0,"init",true,"none"
"Alloy-SS-01803","bcc_Al0_Cu0_Nb9_Ni6_Ta0_W3_Zr6","Ni6Zr6Nb9W3","solid-solution","Ni6Zr6Nb9W3",0,"init",true,"none"
"Alloy-SS-01804","bcc_Al0_Cu12_Nb12_Ni0_Ta0_W0_Zr0","Cu12Nb12","solid-solution","Cu12Nb12",0,"init",true,"none"
"Alloy-SS-01805","bcc_Al0_Cu15_Nb0_Ni3_Ta6_W0_Zr0","Ni3Cu15Ta6","solid-solution","Ni3Cu15Ta6",0,"init",true,"none"
"Alloy-SS-01806","bcc_Al0_Cu3_Nb0_Ni0_Ta12_W3_Zr6","Cu3Zr6Ta12W3","solid-solution","Cu3Zr6Ta12W3",0,"init",true,"none"
"Alloy-SS-01807","bcc_Al0_Cu3_Nb0_Ni3_Ta0_W18_Zr0","Ni3Cu3W18","solid-solution","Ni3Cu3W18",0,"init",true,"none"
"Alloy-SS-01808","bcc_Al0_Cu3_Nb0_Ni9_Ta0_W9_Zr3","Ni9Cu3Zr3W9","solid-solution","Ni9Cu3Zr3W9",0,"init",true,"none"
"Alloy-SS-01809","bcc_Al0_Cu3_Nb3_Ni0_Ta0_W3_Zr15","Cu3Zr15Nb3W3","solid-solution","Cu3Zr15Nb3W3",0,"init",true,"none"
"Alloy-SS-01810","bcc_Al0_Cu3_Nb3_Ni3_Ta6_W6_Zr3","Ni3Cu3Zr3Nb3Ta6W6","solid-solution","Ni3Cu3Zr3Nb3Ta6W6",0,"init",true,"none"
"Alloy-SS-01811","bcc_Al0_Cu3_Nb6_Ni0_Ta9_W6_Zr0","Cu3Nb6Ta9W6","solid-solution","Cu3Nb6Ta9W6",0,"init",true,"none"
"Alloy-SS-01812","bcc_Al0_Cu3_Nb9_Ni0_Ta9_W3_Zr0","Cu3Nb9Ta9W3","solid-solution","Cu3Nb9Ta9W3",0,"init",true,"none"
"Alloy-SS-01813","bcc_Al0_Cu6_Nb0_Ni12_Ta0_W3_Zr3","Ni12Cu6Zr3W3","solid-solution","Ni12Cu6Zr3W3",0,"init",true,"none"
"Alloy-SS-01814","bcc_Al0_Cu6_Nb0_Ni9_Ta3_W3_Zr3","Ni9Cu6Zr3Ta3W3","solid-solution","Ni9Cu6Zr3Ta3W3",0,"init",true,"none"
"Alloy-SS-01815","bcc_Al0_Cu6_Nb3_Ni3_Ta12_W0_Zr0","Ni3Cu6Nb3Ta12","solid-solution","Ni3Cu6Nb3Ta12",0,"init",true,"none"
"Alloy-SS-01816","bcc_Al0_Cu6_Nb6_Ni3_Ta6_W3_Zr0","Ni3Cu6Nb6Ta6W3","solid-solution","Ni3Cu6Nb6Ta6W3",0,"init",true,"none"
"Alloy-SS-01817","bcc_Al0_Cu9_Nb0_Ni0_Ta9_W3_Zr3","Cu9Zr3Ta9W3","solid-solution","Cu9Zr3Ta9W3",0,"init",true,"none"
"Alloy-SS-01818","bcc_Al0_Cu9_Nb3_Ni0_Ta3_W6_Zr3","Cu9Zr3Nb3Ta3W6","solid-solution","Cu9Zr3Nb3Ta3W6",0,"init",true,"none"
"Alloy-SS-01819","bcc_Al0_Cu9_Nb9_Ni0_Ta3_W0_Zr3","Cu9Zr3Nb9Ta3","solid-solution","Cu9Zr3Nb9Ta3",0,"init",true,"none"
"Alloy-SS-01820","bcc_Al12_Cu0_Nb3_Ni0_Ta6_W0_Zr3","Al12Zr3Nb3Ta6","solid-solution","Al12Zr3Nb3Ta6",0,"init",true,"none"
"Alloy-SS-01821","bcc_Al12_Cu3_Nb3_Ni0_Ta0_W6_Zr0","Al12Cu3Nb3W6","solid-solution","Al12Cu3Nb3W6",0,"init",true,"none"
"Alloy-SS-01822","bcc_Al15_Cu0_Nb0_Ni6_Ta0_W3_Zr0","Al15Ni6W3","solid-solution","Al15Ni6W3",0,"init",true,"none"
"Alloy-SS-01823","bcc_Al18_Cu0_Nb3_Ni0_Ta0_W3_Zr0","Al18Nb3W3","solid-solution","Al18Nb3W3",0,"init",true,"none"
"Alloy-SS-01824","bcc_Al3_Cu0_Nb0_Ni0_Ta9_W3_Zr9","Al3Zr9Ta9W3","solid-solution","Al3Zr9Ta9W3",0,"init",true,"none"
"Alloy-SS-01825","bcc_Al3_Cu0_Nb0_Ni3_Ta9_W9_Zr0","Al3Ni3Ta9W9","solid-solution","Al3Ni3Ta9W9",0,"init",true,"none"
"Alloy-SS-01826","bcc_Al3_Cu0_Nb12_Ni3_Ta3_W0_Zr3","Al3Ni3Zr3Nb12Ta3","solid-solution","Al3Ni3Zr3Nb12Ta3",0,"init",true,"none"
"Alloy-SS-01827","bcc_Al3_Cu0_Nb3_Ni12_Ta0_W0_Zr6","Al3Ni12Zr6Nb3","solid-solution","Al3Ni12Zr6Nb3",0,"init",true,"none"
"Alloy-SS-01828","bcc_Al3_Cu0_Nb3_Ni9_Ta3_W0_Zr6","Al3Ni9Zr6Nb3Ta3","solid-solution","Al3Ni9Zr6Nb3Ta3",0,"init",true,"none"
"Alloy-SS-01829","bcc_Al3_Cu0_Nb6_Ni6_Ta3_W0_Zr6","Al3Ni6Zr6Nb6Ta3","solid-solution","Al3Ni6Zr6Nb6Ta3",0,"init",true,"none"
"Alloy-SS-01830","bcc_Al3_Cu12_Nb0_Ni0_Ta0_W9_Zr0","Al3Cu12W9","solid-solution","Al3Cu12W9",0,"init",true,"none"
"Alloy-SS-01831","bcc_Al3_Cu18_Nb0_Ni3_Ta0_W0_Zr0","Al3Ni3Cu18","solid-solution","Al3Ni3Cu18",0,"init",true,"none"
"Alloy-SS-01832","bcc_Al3_Cu3_Nb0_Ni3_Ta3_W0_Zr12","Al3Ni3Cu3Zr12Ta3","solid-solution","Al3Ni3Cu3Zr12Ta3",0,"init",true,"none"
"Alloy-SS-01833","bcc_Al3_Cu3_Nb15_Ni3_Ta0_W0_Zr0","Al3Ni3Cu3Nb15","solid-solution","Al3Ni3Cu3Nb15",0,"init",true,"none"
"Alloy-SS-01834","bcc_Al3_Cu3_Nb3_Ni6_Ta6_W3_Zr0","Al3Ni6Cu3Nb3Ta6W3","solid-solution","Al3Ni6Cu3Nb3Ta6W3",0,"init",true,"none"
"Alloy-SS-01835","bcc_Al3_Cu3_Nb9_Ni0_Ta6_W0_Zr3","Al3Cu3Zr3Nb9Ta6","solid-solution","Al3Cu3Zr3Nb9Ta6",0,"init",true,"none"
"Alloy-SS-01836","bcc_Al3_Cu6_Nb0_Ni3_Ta6_W6_Zr0","Al3Ni3Cu6Ta6W6","solid-solution","Al3Ni3Cu6Ta6W6",0,"init",true,"none"
"Alloy-SS-01837","bcc_Al3_Cu6_Nb3_Ni6_Ta0_W0_Zr6","Al3Ni6Cu6Zr6Nb3","solid-solution","Al3Ni6Cu6Zr6Nb3",0,"init",true,"none"
"Alloy-SS-01838","bcc_Al3_Cu9_Nb0_Ni0_Ta6_W3_Zr3","Al3Cu9Zr3Ta6W3","solid-solution","Al3Cu9Zr3Ta6W3",0,"init",true,"none"
"Alloy-SS-01839","bcc_Al3_Cu9_Nb6_Ni0_Ta6_W0_Zr0","Al3Cu9Nb6Ta6","solid-solution","Al3Cu9Nb6Ta6",0,"init",true,"none"
"Alloy-SS-01840","bcc_Al6_Cu0_Nb0_Ni3_Ta0_W3_Zr12","Al6Ni3Zr12W3","solid-solution","Al6Ni3Zr12W3",0,"init",true,"none"
"Alloy-SS-01841","bcc_Al6_Cu0_Nb12_Ni3_Ta0_W3_Zr0","Al6Ni3Nb12W3","solid-solution","Al6Ni3Nb12W3",0,"init",true,"none"
"Alloy-SS-01842","bcc_Al6_Cu0_Nb3_Ni6_Ta0_W6_Zr3","Al6Ni6Zr3Nb3W6","solid-solution","Al6Ni6Zr3Nb3W6",0,"init",true,"none"
"Alloy-SS-01843","bcc_Al6_Cu0_Nb9_Ni0_Ta0_W3_Zr6","Al6Zr6Nb9W3","solid-solution","Al6Zr6Nb9W3",0,"init",true,"none"
"Alloy-SS-01844","bcc_Al6_Cu3_Nb0_Ni0_Ta3_W12_Zr0","Al6Cu3Ta3W12","solid-solution","Al6Cu3Ta3W12",0,"init",true,"none"
"Alloy-SS-01845","bcc_Al6_Cu3_Nb15_Ni0_Ta0_W0_Zr0","Al6Cu3Nb15","solid-solution","Al6Cu3Nb15",0,"init",true,"none"
"Alloy-SS-01846","bcc_Al6_Cu3_Nb6_Ni3_Ta3_W3_Zr0","Al6Ni3Cu3Nb6Ta3W3","solid-solution","Al6Ni3Cu3Nb6Ta3W3",0,"init",true,"none"
"Alloy-SS-01847","bcc_Al6_Cu6_Nb0_Ni9_Ta3_W0_Zr0","Al6Ni9Cu6Ta3","solid-solution","Al6Ni9Cu6Ta3",0,"init",true,"none"
"Alloy-SS-01848","bcc_Al6_Cu9_Nb0_Ni3_Ta3_W3_Zr0","Al6Ni3Cu9Ta3W3","solid-solution","Al6Ni3Cu9Ta3W3",0,"init",true,"none"
"Alloy-SS-01849","bcc_Al9_Cu0_Nb0_Ni3_Ta0_W9_Zr3","Al9Ni3Zr3W9","solid-solution","Al9Ni3Zr3W9",0,"init",true,"none"
"Alloy-SS-01850","bcc_Al9_Cu0_Nb3_Ni3_Ta0_W6_Zr3","Al9Ni3Zr3Nb3W6","solid-solution","Al9Ni3Zr3Nb3W6",0,"init",true,"none"
"Alloy-SS-01851","bcc_Al9_Cu12_Nb0_Ni3_Ta0_W0_Zr0","Al9Ni3Cu12","solid-solution","Al9Ni3Cu12",0,"init",true,"none"
"Alloy-SS-01852","bcc_Al9_Cu3_Nb3_Ni3_Ta0_W3_Zr3","Al9Ni3Cu3Zr3Nb3W3","solid-solution","Al9Ni3Cu3Zr3Nb3W3",0,"init",true,"none"
"Alloy-SS-01853","bcc_Al9_Cu6_Nb3_Ni3_Ta0_W3_Zr0","Al9Ni3Cu6Nb3W3","solid-solution","Al9Ni3Cu6Nb3W3",0,"init",true,"none"
"Alloy-SS-01854","fcc_Al0_Cu0_Nb0_Ni0_Ta28_W0_Zr4","Zr4Ta28","solid-solution","Zr4Ta28",0,"init",true,"none"
"Alloy-SS-01855","fcc_Al0_Cu0_Nb0_Ni16_Ta4_W8_Zr4","Ni16Zr4Ta4W8","solid-solution","Ni16Zr4Ta4W8",0,"init",true,"none"
"Alloy-SS-01856","fcc_Al0_Cu0_Nb0_Ni4_Ta4_W20_Zr4","Ni4Zr4Ta4W20","solid-solution","Ni4Zr4Ta4W20",0,"init",true,"none"
"Alloy-SS-01857","fcc_Al0_Cu0_Nb12_Ni0_Ta4_W0_Zr16","Zr16Nb12Ta4","solid-solution","Zr16Nb12Ta4",0,"init",true,"none"
"Alloy-SS-01858","fcc_Al0_Cu0_Nb16_Ni0_Ta12_W4_Zr0","Nb16Ta12W4","solid-solution","Nb16Ta12W4",0,"init",true,"none"
"Alloy-SS-01859","fcc_Al0_Cu0_Nb24_Ni0_Ta0_W4_Zr4","Zr4Nb24W4","solid-solution","Zr4Nb24W4",0,"init",true,"none"
"Alloy-SS-01860","fcc_Al0_Cu0_Nb4_Ni12_Ta0_W0_Zr16","Ni12Zr16Nb4","solid-solution","Ni12Zr16Nb4",0,"init",true,"none"
"Alloy-SS-01861","fcc_Al0_Cu0_Nb4_Ni4_Ta20_W4_Zr0","Ni4Nb4Ta20W4","solid-solution","Ni4Nb4Ta20W4",0,"init",true,"none"
"Alloy-SS-01862","fcc_Al0_Cu0_Nb8_Ni0_Ta24_W0_Zr0","Nb8Ta24","solid-solution","Nb8Ta24",0,"init",true,"none"
"Alloy-SS-01863","fcc_Al0_Cu0_Nb8_Ni4_Ta8_W12_Zr0","Ni4Nb8Ta8W12","solid-solution","Ni4Nb8Ta8W12",0,"init",true,"none"
"Alloy-SS-01864","fcc_Al0_Cu12_Nb0_Ni4_Ta0_W12_Zr4","Ni4Cu12Zr4W12","solid-solution","Ni4Cu12Zr4W12",0,"init",true,"none"
"Alloy-SS-01865","fcc_Al0_Cu12_Nb4_Ni0_Ta4_W8_Zr4","Cu12Zr4Nb4Ta4W8","solid-solution","Cu12Zr4Nb4Ta4W8",0,"init",true,"none"
"Alloy-SS-01866","fcc_Al0_Cu16_Nb0_Ni0_Ta12_W4_Zr0","Cu16Ta12W4","solid-solution","Cu16Ta12W4",0,"init",true,"none"
